Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Project_Name,Start_Date,Cost_Variance,PlannedCost,Updated_Date,Planned_Duration,Project_delay,Start_days_after_2000
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2867,Strategic Direction Implementation (SDI),2012-03-01,0.0,0.5,151,213.0,0.0,4443
023-000004190,622,23,General Services Administration,IT Dashboard,362,FY11 fund FY12 Host IT Dashboard,2011-10-01,0.0,0.0375,243,91.0,0.0,4291
023-000001290,623,23,General Services Administration,eLease,357,eLease,2007-07-29,0.090648,1.111,1828,1890.0,0.0,2766
023-000001290,623,23,General Services Administration,eLease,358,REXUS Integration,2011-01-28,0.016579,0.8455440000000001,549,550.0,0.0,4045
023-000001290,623,23,General Services Administration,eLease,360,eTMP Database,2011-06-01,0.0031609999999999997,0.156647,152,106.0,1.0,4169
023-000001290,623,23,General Services Administration,eLease,361,Delegate,2011-09-16,0.0,0.07961,125,80.0,0.0,4276
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2850,ICR Dashboard,2011-05-01,0.0,0.102,297,184.0,0.0,4138
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2851,Agenda File Submission Conversion,2011-05-01,0.0,0.105,297,185.0,0.0,4138
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2852,Common Forms - Phase II,2011-05-01,0.0,0.351,297,305.0,0.0,4138
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2853,Common Forms - Phase III,2011-08-01,0.0,0.367,253,365.0,0.0,4230
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2854,ROCIS GUI Upgrade - Phase I,2011-09-01,0.0,0.2,316,334.0,0.0,4261
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2855,EO Meeting Support,2011-08-01,0.0,0.1997,253,365.0,0.0,4230
023-000004200,1100,23,General Services Administration,Performance Dashboards,364,FY11 funding in FY12 Hosting,2011-10-01,0.0,0.1125,144,91.0,0.0,4291
023-000003303,1101,23,General Services Administration,USAspending.gov,465,FY 12,2011-10-01,-0.036108999999999995,0.46941099999999997,261,182.0,0.0,4291
026-000002411,32,26,National Aeronautics and Space Administration,Integrated Collaborative Environment,734,Integration with the Security Operations Center,2011-06-01,0.0,0.25,302,215.0,69.0,4169
026-000002411,32,26,National Aeronautics and Space Administration,Integrated Collaborative Environment,735,Complete Hardware Refresh with a more virtualized environment,2011-06-01,0.0,1.5,302,214.0,70.0,4169
026-000002411,32,26,National Aeronautics and Space Administration,Integrated Collaborative Environment,736,Upgrade all COTS products to the current version,2011-07-01,0.0,0.5,301,365.0,0.0,4199
026-000002411,32,26,National Aeronautics and Space Administration,Integrated Collaborative Environment,737,FY11 Operational Support,2010-10-01,0.0,13.0,425,364.0,0.0,3926
026-000001501,37,26,National Aeronautics and Space Administration,NASA Earth Observing System Data Information System (EOSDIS),790,FY11 Continuing Science Operations,2010-10-01,-0.972,114.126,391,364.0,0.0,3926
026-000005010,38,26,National Aeronautics and Space Administration,JSC DA Flight Operations User Applications (UA),738,FY11 O&M,2010-10-01,0.1,26.7,543,364.0,0.0,3926
026-000005020,39,26,National Aeronautics and Space Administration,JSC DA Mission Control Center Systems (MCCS),739,FY11 O&M,2010-10-01,-5.379,89.8,543,364.0,0.0,3926
026-000005030,40,26,National Aeronautics and Space Administration,JSC DA Space Station Training Facility (SSTF),786,FY11 O&M Activities,2010-10-01,5.1,30.6,545,364.0,0.0,3926
026-000001001,42,26,National Aeronautics and Space Administration,MSFC - ED - Payload Operations and Integration Center (POIC),788,FY11 POIC O&M Activities,2010-10-01,0.15,16.489,391,364.0,0.0,3926
026-000001502,43,26,National Aeronautics and Space Administration,NASA Center for Climate Simulation (NCCS),789,FY11 O&M Activities,2010-10-01,0.0,21.201,391,364.0,0.0,3926
026-000001124,45,26,National Aeronautics and Space Administration,NASA High-End Computing Capability (HECC),792,FY11 O&M Activities,2010-10-01,0.371,42.979,420,364.0,31.0,3926
026-000000001,46,26,National Aeronautics and Space Administration,NASA IT Infrastructure,1515,NISN/MOVE,2004-09-08,0.609,36.432,2827,2743.0,15.0,1712
026-000000001,46,26,National Aeronautics and Space Administration,NASA IT Infrastructure,1516,NEDC/IDAMS,2009-03-01,-0.029,5.007,1004,943.0,0.0,3347
026-000000001,46,26,National Aeronautics and Space Administration,NASA IT Infrastructure,1517,ESD,2009-05-01,0.0,8.615,943,881.0,33.0,3408
026-000000001,46,26,National Aeronautics and Space Administration,NASA IT Infrastructure,1518,NISN FY11 O&M,2010-10-01,-0.969,79.962,425,364.0,0.0,3926
026-000000001,46,26,National Aeronautics and Space Administration,NASA IT Infrastructure,1519,SOC FY11 O&M,2010-10-01,0.0,6.292,425,364.0,0.0,3926
026-000000001,46,26,National Aeronautics and Space Administration,NASA IT Infrastructure,1520,NDC FY11 O&M,2010-10-01,3.469,10.846,425,364.0,0.0,3926
026-000000002,869,26,National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",804,FY11 Nebula Services for Science Mission,2011-07-01,0.0,0.928,147,121.0,0.0,4199
026-000000002,869,26,National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",805,FY11 Nebula Cloud Services O&M,2010-10-01,0.0,2.616,420,364.0,0.0,3926
026-000000002,869,26,National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",806,FY11 Nebula Cloud Services DME,2010-10-01,0.0,0.945,391,425.0,0.0,3926
393-000000031,789,393,National Archives and Records Administration,Archives and Records Center Information System (ARCIS),269,Develop and Implement Increment 5 - Workflow Engineering.,2011-09-17,0.03,0.35,314,365.0,0.0,4277
393-000000031,789,393,National Archives and Records Administration,Archives and Records Center Information System (ARCIS),270,Develop and Implement Increment 5 - Reports.,2011-09-17,0.001,0.237,314,365.0,0.0,4277
393-000000008,790,393,National Archives and Records Administration,IT Infrastructure,288,IT System Certification and Accreditation (C and A),2011-10-01,-0.0005,0.991,300,365.0,0.0,4291
393-000000008,790,393,National Archives and Records Administration,IT Infrastructure,289,Continuous Technology Refresh,2011-10-01,0.409,1.286,300,365.0,0.0,4291
393-000000038,795,393,National Archives and Records Administration,Holdings Management System (HMS),282,Deployment to Regional Archives #8,2011-10-03,0.04627,0.352,298,67.0,5.0,4293
393-000000038,795,393,National Archives and Records Administration,Holdings Management System (HMS),283,Deployment to Regional Archives #9,2011-12-12,0.0515,0.352,228,67.0,0.0,4363
393-000000038,795,393,National Archives and Records Administration,Holdings Management System (HMS),284,Deployment to Regional Archives #10,2012-02-20,-0.0327,0.352,158,67.0,6.0,4433
393-000000001,799,393,National Archives and Records Administration,Electronic Records Archives (ERA),3207,Transition,2012-01-27,0.0,0.724,154,64.0,0.0,4409
393-000000001,799,393,National Archives and Records Administration,Electronic Records Archives (ERA),3211,Business Adaptation: Enhanced Access ,2012-05-18,0.0,1.34,70,131.0,170.0,4521
393-000000042,1102,393,National Archives and Records Administration,Description and Authority Services (DAS),2987,Development,2011-03-04,0.040873,2.178954,511,532.0,0.0,4080
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",1596,Migrate to Cloud,2011-04-01,0.042,1.026,517,548.0,0.0,4108
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",1597,Government-Wide Initiatives,2011-01-01,0.039,1.14,607,638.0,0.0,4018
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",1598,Data Center Transition,2011-10-01,-0.002,2.222,334,365.0,0.0,4291
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",1599,Technology Upgrades (Infrastructure),2011-10-01,0.02,2.787,334,365.0,0.0,4291
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",1600,Future NSF,2012-07-01,-0.018,0.265,60,91.0,0.0,4565
422-000000001,453,422,National Science Foundation,Financial and Accounting System (FAS),1595,Preparation for iTRAK Migration (FAS),2011-10-01,0.056,3.126,334,365.0,0.0,4291
422-999991361,454,422,National Science Foundation,Research.gov,1605,Services for Institutions (R.Gov),2011-04-01,0.201,6.003,517,548.0,0.0,4108
422-999991361,454,422,National Science Foundation,Research.gov,1606,Services for Staff (R.Gov),2010-12-01,-0.017,8.64,638,669.0,0.0,3987
422-999991361,454,422,National Science Foundation,Research.gov,1607,Services for the Public,2010-12-01,-0.002,2.352,638,669.0,0.0,3987
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,1602,Services for Institutions (LMA),2011-04-01,0.079,8.761,517,548.0,0.0,4108
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,1603,Technology Upgrades (LMA),2010-10-01,0.101,3.207,699,730.0,0.0,3926
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,1604,Services for Staff (LMA),2011-04-01,0.747,13.172,517,548.0,0.0,4108
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1041,Emergency Telecommunication System (ETS),2011-10-01,0.0,0.32,205,365.0,0.0,4291
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1042,Secure Video Telecommunications System (SVTC),2011-10-01,0.0,0.6,205,363.0,2.0,4291
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1043,Emergency Response Data System (ERDS),2011-10-01,0.005,0.84,293,365.0,0.0,4291
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1044,Operations Center Information Management System  (OCIMS),2011-10-01,0.001,0.952,293,365.0,0.0,4291
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),744,EPM 11.1.2.1 Upgrade,2011-07-05,0.001,0.18,206,80.0,21.0,4203
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),1302,BFS - FY11 O&M,2010-10-01,0.178,0.289,423,364.0,0.0,3926
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),1303,BFS - FY12 O&M,2011-10-01,0.207,0.577,293,365.0,0.0,4291
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),740,"ADAMS Operations and Maintenance, and Document Processing",2010-10-01,-0.242,2.607,483,364.0,0.0,3926
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),741,ADAMS Dependent Application Migration to FileNet P8 Platform (Phase 1),2010-10-01,-0.018,0.206,483,364.0,0.0,3926
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),742,ADAMS Dependent Applications Migration to FileNET P8 Platform (Phase 2),2011-10-01,0.2028,1.253,293,365.0,0.0,4291
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),779,PeopleSoft 9.0 Upgrade,2010-10-01,-1.061,0.876,600,387.0,25.0,3926
429-000001100,112,429,Nuclear Regulatory Commission,Core Financial System - Replacement (CFS),755,Planning: Acquisition module,2009-10-01,0.0,7.3,935,822.0,181.0,3561
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),759,Enterprise Interface Gateway,2011-01-03,0.0,0.271,477,270.0,0.0,4020
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),760,Dynamics,2011-06-13,-0.007,0.17,379,475.0,0.0,4181
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),761,Crystal Report,2011-05-23,-0.4,0.101,122,100.0,0.0,4160
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),762,eRAI,2011-05-09,-0.3995,0.124,136,123.0,5.0,4146
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),763,Pro-Model (FY11),2011-02-01,0.0,0.165,233,181.0,0.0,4049
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),766,Construction Inspection Sites Operations,2011-10-07,0.0,0.2,230,329.0,0.0,4297
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),767,EPM SharePoint Customization,2011-10-03,0.0,0.15,87,180.0,0.0,4293
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),769,Enterprise Interface Gateway Interfaces Maintenance,2012-04-03,0.0,0.36,21,178.0,0.0,4476
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),2730,CIPIMS 2.0 (FY11),2011-03-01,0.0,0.422,420,182.0,31.0,4077
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),2732,VOICES (FY11),2011-07-01,0.0,0.5,298,91.0,0.0,4199
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),1188,SLES Operation & maintenance FY11 Q4,2011-07-01,0.0,0.82325,144,91.0,0.0,4199
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),1189,2011 Operations and Maintenance,2010-10-01,0.0,65.88,388,364.0,0.0,3926
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),1190,Technical refresh workstation,2011-10-03,0.0,0.933,233,361.0,0.0,4293
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),1191,Technical refresh Mobile Devices,2011-10-03,0.0,0.9,233,361.0,0.0,4293
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),1192,Technical Refresh Infrastructure Backbone,2011-10-01,0.0,28.0,235,363.0,2.0,4291
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),1193,SLES Technical Refresh Mobile Thin Clients,2011-10-01,0.0,0.111,235,365.0,0.0,4291
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),751,Reactor Program System (RPS) Maintenance Releases,2011-10-03,-0.03524,1.363,262,361.0,0.0,4293
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),752,BASS Contingency Test,2012-03-01,0.0,0.015,28,120.0,0.0,4443
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),2914,Reactor Program System (RPS) Maintenance Release FY11,2010-10-01,0.0129,0.1795,503,364.0,0.0,3926
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),772,ISMP Web-Based Licensing (WBL) - FY11Q4,2011-03-17,0.008,2.245,218,197.0,0.0,4093
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),773,ISMP License Verification System (LVS) - FY11 Q4,2011-04-04,0.067,1.216,200,179.0,0.0,4111
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),774,ISMP Steady State - FY11 Q4,2011-04-01,-0.012,2.056,203,182.0,0.0,4108
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),778,ISMP Software Maintenance (FY12),2011-10-01,0.074,2.552,235,365.0,0.0,4291
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),1140,Critical Agency CBIS Tasks,2011-04-01,0.0,0.864693,248,193.0,3.0,4108
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),1141,CBIS FY11 Tasks and Milestones,2009-10-01,0.0,13.308513,795,820.0,0.0,3561
027-000000020,597,27,Office of Personnel Management,EPIC Transformation,230,New Base Technology,2008-10-01,5.066,45.359,1245,1094.0,0.0,3196
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),228,2012 Maintenance Patches,2012-06-01,0.0,10.282,27,121.0,0.0,4535
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),229,Maintenance Prior to 2012,2008-10-01,2.833,48.562,1211,1094.0,0.0,3196
027-000000018,601,27,Office of Personnel Management,Enterprise Infrastructure Operations (EIO),513,EIO for 2011,2010-10-01,6.580825,45.01,481,364.0,0.0,3926
027-000000052,872,27,Office of Personnel Management,USA Staffing System,177,FY12 Q2 Core USA Staffing System Update,2011-10-03,0.297511,2.984,231,180.0,0.0,4293
027-000000052,872,27,Office of Personnel Management,USA Staffing System,178,FY12 EOD Update 1202*,2012-03-07,0.0,0.6,75,84.0,4.0,4449
027-000000052,872,27,Office of Personnel Management,USA Staffing System,179,USA Staffing for FY2011,2010-10-01,-0.411,11.364,486,364.0,14.0,3926
